state,county,site,date,OC PM2.5 LC TOR,OC PM2.5 LC TOT
13,295,0004,2022-04-29,5.297,5.71851
13,295,0004,2022-05-05,2.585,2.89743
13,295,0004,2022-05-11,3.994,4.36772
13,295,0004,2022-05-17,2.427,2.66247
13,295,0004,2022-05-23,1.376,1.3933
13,295,0004,2022-05-29,3.619,4.049
15,003,0010,2022-01-02,0.347,0.35742
15,003,0010,2022-01-08,0.369,0.37711
15,003,0010,2022-01-11,0.357,0.35552
15,003,0010,2022-01-14,0.439,0.47585
15,003,0010,2022-01-17,0.448,0.51657
15,003,0010,2022-01-20,0.385,0.41418
15,003,0010,2022-01-23,0.438,0.45915
15,003,0010,2022-01-26,0.318,0.32884
15,003,0010,2022-01-29,0.311,0.31752
15,003,0010,2022-02-01,0.347,0.35241
15,003,0010,2022-02-04,0.258,0.27684
15,003,0010,2022-02-07,0.51,0.5541
15,003,0010,2022-02-10,0.213,0.22525
15,003,0010,2022-02-13,0.278,0.28257
15,003,0010,2022-02-16,0.281,0.29566
15,003,0010,2022-02-19,0.363,0.37592
15,003,0010,2022-02-22,0.224,0.22493
15,003,0010,2022-02-25,0.226,0.23948
15,003,0010,2022-02-28,0.276,0.29271
15,003,0010,2022-03-03,0.278,0.29084
15,003,0010,2022-03-06,0.294,0.31918
15,003,0010,2022-03-09,0.24,0.26978
15,003,0010,2022-03-12,0.141,0.1428
15,003,0010,2022-03-15,0.344,0.36405
15,003,0010,2022-03-18,0.182,0.19545
15,003,0010,2022-03-21,0.289,0.3214
15,003,0010,2022-03-24,0.183,0.1796
15,003,0010,2022-03-27,0.221,0.23804
15,003,0010,2022-03-30,0.197,0.2076
15,003,0010,2022-04-02,0.167,0.17553
15,003,0010,2022-04-05,0.163,0.17599
15,003,0010,2022-04-08,0.284,0.30133
15,003,0010,2022-04-11,0.175,0.18582
15,003,0010,2022-04-14,0.175,0.1754
15,003,0010,2022-04-17,0.258,0.26621
15,003,0010,2022-04-20,0.119,0.12357
15,003,0010,2022-04-23,0.18,0.18748
15,003,0010,2022-04-26,0.19,0.20097
15,003,0010,2022-04-29,0.158,0.16747
15,003,0010,2022-05-02,0.142,0.15839
15,003,0010,2022-05-05,0.126,0.13253
15,003,0010,2022-05-08,0.224,0.23151
15,003,0010,2022-05-11,0.243,0.25034
15,003,0010,2022-05-14,0.127,0.12642
15,003,0010,2022-05-17,0.039,0.04496
15,003,0010,2022-05-20,0.436,0.43189
15,003,0010,2022-05-23,0.139,0.15049
15,003,0010,2022-05-26,0.139,0.15178
15,003,0010,2022-05-29,0.242,0.25593
16,001,0010,2022-01-02,1.471,1.6201
16,001,0010,2022-01-05,1.079,1.20837
16,001,0010,2022-01-08,1.532,1.7379
16,001,0010,2022-01-11,1.757,1.99222
16,001,0010,2022-01-14,1.681,2.05652
16,001,0010,2022-01-17,2.007,2.33884
16,001,0010,2022-01-20,1.203,1.40103
16,001,0010,2022-01-23,1.044,1.22226
16,001,0010,2022-01-26,0.939,1.02987
16,001,0010,2022-01-29,3.279,4.05024
16,001,0010,2022-02-01,2.641,2.99601
16,001,0010,2022-02-04,0.93,1.04269
16,001,0010,2022-02-07,1.488,1.65395
16,001,0010,2022-02-10,2.709,3.11019
16,001,0010,2022-02-13,2.068,2.31491
16,001,0010,2022-02-16,0.908,0.98501
16,001,0010,2022-02-19,1.564,1.7244
16,001,0010,2022-02-22,0.792,0.87756
16,001,0010,2022-02-25,1.241,1.44161
16,001,0010,2022-02-28,1.322,1.49005
16,001,0010,2022-03-03,1.412,1.54732
16,001,0010,2022-03-06,0.654,0.73184
16,001,0010,2022-03-09,0.502,0.54256
16,001,0010,2022-03-12,1.348,1.50245
16,001,0010,2022-03-15,0.768,0.81353
16,001,0010,2022-03-18,0.857,0.94197
16,001,0010,2022-03-21,1.166,1.33643
16,001,0010,2022-03-24,1.289,1.36481
16,001,0010,2022-03-27,2.772,2.96608
16,001,0010,2022-03-30,0.999,1.08359
16,001,0010,2022-04-02,1.143,1.23515
16,001,0010,2022-04-05,0.412,0.42928
16,001,0010,2022-04-08,1.068,1.09778
16,001,0010,2022-04-11,0.477,0.50256
16,001,0010,2022-04-14,0.422,0.44306
16,001,0010,2022-04-17,0.705,0.7365
16,001,0010,2022-04-20,0.46,0.48538
16,001,0010,2022-04-23,0.621,0.67071
16,001,0010,2022-04-26,1.301,1.34913
16,001,0010,2022-04-29,0.893,0.96764
16,001,0010,2022-05-02,0.598,0.62339
16,001,0010,2022-05-05,1.079,1.07438
16,001,0010,2022-05-08,0.6,0.62369
16,001,0010,2022-05-11,0.587,0.62723
16,001,0010,2022-05-14,1.134,1.28388
16,001,0010,2022-05-17,0.84,0.88225
16,001,0010,2022-05-20,0.729,0.78011
16,001,0010,2022-05-23,0.928,0.98804
16,001,0010,2022-05-26,1.413,1.49927
16,001,0010,2022-05-29,0.513,0.54049
17,031,0057,2022-01-05,1.038,1.08016
17,031,0057,2022-01-11,1.433,1.58097
17,031,0057,2022-01-17,1.273,1.52595
17,031,0057,2022-01-23,1.254,1.38494
17,031,0057,2022-01-29,1.404,1.60297
17,031,0057,2022-02-04,1.869,2.17874
17,031,0057,2022-02-10,0.775,0.84165
17,031,0057,2022-02-16,2.99,3.28763
17,031,0057,2022-02-22,1.138,1.28799
17,031,0057,2022-02-28,1.749,1.95098
17,031,0057,2022-03-06,1.024,1.11194
17,031,0057,2022-03-12,0.619,0.66454
17,031,0057,2022-03-18,1.215,1.41404
17,031,0057,2022-03-24,0.633,0.66462
17,031,0057,2022-03-30,2.083,2.43457
17,031,0057,2022-04-05,1.47,1.71119
17,031,0057,2022-04-11,1.923,2.10395
17,031,0057,2022-04-17,0.532,0.59551
17,031,0057,2022-04-23,2.698,2.91554
17,031,0057,2022-04-29,1.431,1.57936
17,031,0057,2022-05-05,0.948,1.10795
17,031,0057,2022-05-11,4.841,5.32246
17,031,0057,2022-05-23,0.715,0.76789
17,031,0057,2022-05-29,1.767,1.97754
17,031,0076,2022-01-02,1.16,1.32705
17,031,0076,2022-01-05,0.76,0.82675
17,031,0076,2022-01-08,0.957,1.12843
17,031,0076,2022-01-11,1.362,1.47161
17,031,0076,2022-01-14,0.85,0.95448
17,031,0076,2022-01-20,1.08,1.1996
17,031,0076,2022-01-23,1.036,1.16468
17,031,0076,2022-01-26,1.567,1.78262
17,031,0076,2022-02-04,1.515,1.78258
17,031,0076,2022-02-13,0.75,0.8495
17,031,0076,2022-02-16,2.631,2.90625
17,031,0076,2022-02-19,0.744,0.80662
17,031,0076,2022-02-22,0.942,1.06705
17,031,0076,2022-03-03,0.499,0.54571
17,031,0076,2022-03-06,0.912,1.01257
17,031,0076,2022-03-09,0.837,0.97211
17,031,0076,2022-03-12,0.593,0.65517
17,031,0076,2022-03-15,1.7,1.9288
17,031,0076,2022-03-18,1.439,1.68893
17,031,0076,2022-03-21,2.625,2.90607
17,031,0076,2022-03-24,0.396,0.42568
17,031,0076,2022-03-30,1.479,1.65339
17,031,0076,2022-04-02,0.863,1.06587
17,031,0076,2022-04-05,1.117,1.494
17,031,0076,2022-04-08,0.587,0.6349
17,031,0076,2022-04-11,2.059,2.26621
17,031,0076,2022-04-20,0.778,0.86688
17,031,0076,2022-04-26,0.513,0.55736
17,031,0076,2022-04-29,1.303,1.46578
17,031,0076,2022-05-02,0.731,0.80861
17,031,0076,2022-05-05,1.141,1.34803
17,031,0076,2022-05-08,1.285,1.40164
17,031,0076,2022-05-11,3.771,4.29859
17,031,0076,2022-05-14,2.356,2.72108
17,031,0076,2022-05-17,0.707,0.74264
17,031,0076,2022-05-20,2.418,2.67285
17,031,0076,2022-05-23,0.761,0.81211
17,031,0076,2022-05-26,1.201,1.31671
17,031,0076,2022-05-29,1.554,1.71267
17,031,4201,2022-01-02,0.851,0.95993
17,031,4201,2022-01-05,1.063,1.12032
17,031,4201,2022-01-08,1.144,1.33778
17,031,4201,2022-01-11,1.089,1.21899
17,031,4201,2022-01-14,0.534,0.59026
17,031,4201,2022-01-17,1.138,1.36826
17,031,4201,2022-01-20,0.742,0.83584
17,031,4201,2022-01-23,0.946,1.08939
17,031,4201,2022-01-26,1.499,1.65958
17,031,4201,2022-01-29,3.12,3.50403
17,031,4201,2022-02-01,1.156,1.33214
17,031,4201,2022-02-04,1.255,1.38945
17,031,4201,2022-02-07,1.386,1.57052
17,031,4201,2022-02-10,0.841,0.95421
17,031,4201,2022-02-13,0.592,0.66093
17,031,4201,2022-02-16,3.059,3.43644
17,031,4201,2022-02-19,0.553,0.58874
17,031,4201,2022-02-22,0.71,0.79549
17,031,4201,2022-02-25,0.694,0.80272
17,031,4201,2022-02-28,1.684,1.8792
17,031,4201,2022-03-03,0.362,0.39459
17,031,4201,2022-03-09,1.124,1.25004
17,031,4201,2022-03-12,0.563,0.60485
17,031,4201,2022-03-15,1.309,1.48458
17,031,4201,2022-03-18,0.985,1.15972
17,031,4201,2022-03-21,3.418,3.79895
17,031,4201,2022-03-24,0.259,0.29757
17,031,4201,2022-03-27,0.501,0.57522
17,031,4201,2022-03-30,1.842,2.1093
17,031,4201,2022-04-02,0.971,1.17884
17,031,4201,2022-04-05,0.876,1.12569
17,031,4201,2022-04-08,0.267,0.28805
17,031,4201,2022-04-11,1.972,2.18696
17,031,4201,2022-04-14,0.28,0.30507
17,031,4201,2022-04-17,0.45,0.51566
17,031,4201,2022-04-20,1.186,1.33853
17,031,4201,2022-04-23,2.518,2.80647
17,031,4201,2022-04-26,0.489,0.52513
17,031,4201,2022-04-29,1.245,1.4105
17,031,4201,2022-05-02,0.63,0.68684
17,031,4201,2022-05-05,0.919,1.05561
17,031,4201,2022-05-08,1.221,1.34422
17,031,4201,2022-05-11,4.092,4.44021
17,031,4201,2022-05-14,2.288,2.57081
17,031,4201,2022-05-17,0.469,0.49869
17,031,4201,2022-05-20,2.681,2.86283
17,031,4201,2022-05-23,0.679,0.73477
17,031,4201,2022-05-26,1.329,1.46074
17,031,4201,2022-05-29,1.713,1.9237899999999999
17,119,0024,2022-01-05,1.492,1.62416
17,119,0024,2022-01-11,1.847,1.87505
17,119,0024,2022-01-17,1.506,1.67323
17,119,0024,2022-01-23,1.395,1.57743
17,119,0024,2022-01-29,2.702,2.71478
17,119,0024,2022-02-04,1.574,1.70834
17,119,0024,2022-02-10,1.547,1.67225
17,119,0024,2022-02-16,3.06,3.04348
17,119,0024,2022-02-22,1.17,1.21737
17,119,0024,2022-02-28,3.764,3.91959
17,119,0024,2022-03-06,1.427,1.57888
17,119,0024,2022-03-12,0.829,0.906
17,119,0024,2022-03-18,1.745,1.86873
17,119,0024,2022-03-24,0.764,0.82106
17,119,0024,2022-03-30,1.696,1.76796
17,119,0024,2022-04-05,1.752,1.90491
17,119,0024,2022-04-11,3.298,3.57033
17,119,0024,2022-04-17,1.335,1.46508
17,119,0024,2022-04-23,2.39,2.37636
17,119,0024,2022-04-29,3.046,3.42902
17,119,0024,2022-05-05,1.121,1.3025
17,119,0024,2022-05-11,4.909,5.19314
17,119,0024,2022-05-17,2.675,2.7231900000000002
17,119,0024,2022-05-23,1.261,1.39775
17,119,0024,2022-05-29,2.554,2.61976
18,019,0010,2022-01-05,1.36,1.48788
18,019,0010,2022-01-11,1.199,1.33648
18,019,0010,2022-01-17,1.145,1.35031
18,019,0010,2022-01-23,1.502,1.75973
18,019,0010,2022-01-29,1.651,1.90344
18,019,0010,2022-02-04,0.924,1.05255
18,019,0010,2022-02-16,2.896,3.46487
18,019,0010,2022-02-22,1.211,1.27255
18,019,0010,2022-02-28,2.453,2.90157
18,019,0010,2022-03-06,2.368,2.54182
18,019,0010,2022-03-12,0.857,0.89909
18,019,0010,2022-03-18,2.902,3.19638
18,019,0010,2022-03-24,0.56,0.6034
18,019,0010,2022-03-30,2.367,2.59018
18,019,0010,2022-04-05,2.418,2.71456
18,019,0010,2022-04-11,1.514,1.68337
18,019,0010,2022-04-17,0.846,0.92783
18,019,0010,2022-04-23,3.085,3.37651
18,019,0010,2022-04-29,2.132,2.31976
18,019,0010,2022-05-05,1.478,1.66251
18,019,0010,2022-05-11,4.497,4.96952
18,019,0010,2022-05-17,1.988,2.22276
18,019,0010,2022-05-23,1.427,1.58787
18,019,0010,2022-05-29,3.243,3.82762
18,037,2001,2022-01-05,1.173,1.32259
18,037,2001,2022-01-11,1.06,1.1715
18,037,2001,2022-01-17,0.814,0.97879
18,037,2001,2022-01-23,1.328,1.53158
18,037,2001,2022-01-29,1.314,1.55202
18,037,2001,2022-02-04,0.991,1.16449
18,037,2001,2022-02-10,1.423,1.64481
18,037,2001,2022-02-16,4.336,5.13939
18,037,2001,2022-02-22,1.081,1.20287
18,037,2001,2022-02-28,1.997,2.32642
18,037,2001,2022-03-06,2.305,2.65512
18,037,2001,2022-03-12,0.605,0.65407
18,037,2001,2022-03-18,2.029,2.24746
18,037,2001,2022-03-24,0.582,0.66849
18,037,2001,2022-03-30,2.407,2.62203
18,037,2001,2022-04-05,2.457,2.64439
18,037,2001,2022-04-11,1.559,1.62889
18,037,2001,2022-04-17,0.813,0.97628
18,037,2001,2022-04-23,2.949,3.12678
18,037,2001,2022-04-29,2.065,2.30637
18,037,2001,2022-05-05,1.669,1.80102
18,037,2001,2022-05-11,4.469,5.02515
18,037,2001,2022-05-17,2.186,2.43786
18,037,2001,2022-05-23,0.843,0.88214
18,037,2001,2022-05-29,1.567,1.91928
18,065,0003,2022-01-05,0.92,1.0165
18,065,0003,2022-01-11,0.916,1.01751
18,065,0003,2022-01-17,1.093,1.32871
18,065,0003,2022-01-23,1.612,1.82095
18,065,0003,2022-01-29,1.57,1.83868
18,065,0003,2022-02-04,0.736,0.81766
18,065,0003,2022-02-10,0.451,0.49055
18,065,0003,2022-02-16,4.848,5.4111
18,065,0003,2022-02-22,0.718,0.7837
18,065,0003,2022-02-28,1.519,1.76057
18,065,0003,2022-03-06,1.646,1.84444
18,065,0003,2022-03-12,0.524,0.56267
18,065,0003,2022-03-18,2.516,2.86011
18,065,0003,2022-03-24,0.321,0.36422
18,065,0003,2022-03-30,2.105,2.27654
18,065,0003,2022-04-05,1.394,1.62956
18,065,0003,2022-04-11,1.644,1.81447
18,065,0003,2022-04-17,0.513,0.55304
18,065,0003,2022-04-23,2.335,2.469
18,065,0003,2022-04-29,0.559,0.6435
18,065,0003,2022-05-05,0.665,0.83947
18,065,0003,2022-05-11,4.203,4.37242
18,065,0003,2022-05-17,1.892,2.05042
18,065,0003,2022-05-23,1.516,1.5789
18,065,0003,2022-05-29,1.463,1.61639
18,089,0022,2022-01-05,1.139,1.19034
18,089,0022,2022-01-11,1.734,2.02552
18,089,0022,2022-01-17,1.199,1.46932
18,089,0022,2022-01-23,1.076,1.20326
18,089,0022,2022-01-29,1.513,1.72976
18,089,0022,2022-02-04,1.249,1.36051
18,089,0022,2022-02-10,0.842,0.89453
18,089,0022,2022-02-16,3.004,3.458
18,089,0022,2022-02-22,1.023,1.1546400000000001
18,089,0022,2022-02-28,1.557,1.81729
18,089,0022,2022-03-06,1.543,1.65929
18,089,0022,2022-03-12,0.859,0.93326
18,089,0022,2022-03-18,1.675,1.96258
18,089,0022,2022-03-24,0.791,0.83472
18,089,0022,2022-03-30,2.257,2.66939
18,089,0022,2022-04-05,1.179,1.43336
18,089,0022,2022-04-11,2.085,2.41885
18,089,0022,2022-04-17,0.501,0.58289
18,089,0022,2022-04-23,2.287,2.6098
18,089,0022,2022-04-29,1.002,1.27993
18,089,0022,2022-05-05,0.874,1.00856
18,089,0022,2022-05-11,4.81,5.42149
18,089,0022,2022-05-17,0.948,1.03802
18,097,0078,2022-01-02,0.496,0.55493
18,097,0078,2022-01-05,0.963,1.0694
18,097,0078,2022-01-08,1.367,1.56765
18,097,0078,2022-01-11,1.059,1.1753
18,097,0078,2022-01-14,1.675,2.03935
18,097,0078,2022-01-17,1.143,1.34678
18,097,0078,2022-01-20,0.808,0.90705
18,097,0078,2022-01-23,1.58,1.73994
18,097,0078,2022-01-26,1.644,1.82228
18,097,0078,2022-01-29,1.552,1.84878
18,097,0078,2022-02-01,2.751,3.5423
18,097,0078,2022-02-04,0.969,1.07972
18,097,0078,2022-02-07,1.377,1.60271
18,097,0078,2022-02-10,0.787,0.87186
18,097,0078,2022-02-13,0.701,0.77892
18,097,0078,2022-02-16,3.979,4.67648
18,097,0078,2022-02-19,0.648,0.71159
18,097,0078,2022-02-22,0.802,0.92697
18,097,0078,2022-02-25,0.708,0.84246
18,097,0078,2022-02-28,2.316,2.56166
18,097,0078,2022-03-03,0.881,1.02052
18,097,0078,2022-03-06,1.851,2.03706
18,097,0078,2022-03-09,0.954,1.12064
18,097,0078,2022-03-12,0.382,0.41754
18,097,0078,2022-03-15,6.036,6.615
18,097,0078,2022-03-18,3.261,3.75521
18,097,0078,2022-03-21,1.88,2.15452
18,097,0078,2022-03-24,0.447,0.48029
18,097,0078,2022-03-27,0.638,0.70648
18,097,0078,2022-03-30,1.891,2.11754
18,097,0078,2022-04-02,1.489,1.72518
18,097,0078,2022-04-05,2.06,2.52997
18,097,0078,2022-04-08,0.294,0.3209
18,097,0078,2022-04-11,1.951,2.11922
18,097,0078,2022-04-14,0.569,0.62452
18,097,0078,2022-04-17,0.703,0.79917
18,097,0078,2022-04-20,1.115,1.21878
18,097,0078,2022-04-23,2.927,3.10663
18,097,0078,2022-04-26,0.755,0.82595
18,097,0078,2022-04-29,1.674,1.89998
18,097,0078,2022-05-02,1.511,1.65579
18,097,0078,2022-05-05,0.927,1.13346
18,097,0078,2022-05-08,1.165,1.26027
18,097,0078,2022-05-11,5.497,5.98535
18,097,0078,2022-05-14,3.788,4.24435
18,097,0078,2022-05-17,2.226,2.44338
18,097,0078,2022-05-20,2.882,3.03269
18,097,0078,2022-05-23,1.069,1.21204
18,097,0078,2022-05-26,1.215,1.30191
18,097,0078,2022-05-29,2.122,2.40349
18,163,0021,2022-01-05,1.01,1.14104
18,163,0021,2022-01-11,1.019,1.11556
18,163,0021,2022-01-17,1.078,1.35099
18,163,0021,2022-01-23,1.123,1.291
18,163,0021,2022-01-29,1.286,1.48545
18,163,0021,2022-02-04,0.991,1.13625
18,163,0021,2022-02-10,1.693,1.90798
18,163,0021,2022-02-16,3.237,3.82906
18,163,0021,2022-02-22,1.092,1.19295
18,163,0021,2022-02-28,2.622,2.99716
18,163,0021,2022-03-06,1.607,1.90734
18,163,0021,2022-03-12,0.537,0.57914
18,163,0021,2022-03-18,1.894,2.09238
18,163,0021,2022-03-24,0.519,0.57427
18,163,0021,2022-03-30,2.41,2.56168
18,163,0021,2022-04-05,3.389,3.65669
18,163,0021,2022-04-11,1.626,1.72797
18,163,0021,2022-04-17,0.982,1.09054
18,163,0021,2022-04-23,3.24,3.41762
18,163,0021,2022-04-29,3.112,3.41549
18,163,0021,2022-05-05,1.288,1.61057
18,163,0021,2022-05-11,4.381,4.68372
18,163,0021,2022-05-17,1.778,2.05354
18,163,0021,2022-05-23,1.05,1.14939
18,163,0021,2022-05-29,2.181,2.41659
19,163,0015,2022-01-02,1.627,1.80934
19,163,0015,2022-01-05,0.779,0.81835
19,163,0015,2022-01-08,1.332,1.52123
19,163,0015,2022-01-11,1.352,1.43526
19,163,0015,2022-01-14,1.088,1.30227
19,163,0015,2022-01-17,0.749,0.89323
19,163,0015,2022-01-20,0.721,0.80135
19,163,0015,2022-01-23,0.783,0.87603
19,163,0015,2022-01-26,0.721,0.79101
19,163,0015,2022-01-29,1.178,1.31352
19,163,0015,2022-02-01,2.141,2.35833
19,163,0015,2022-02-04,0.902,1.03268
19,163,0015,2022-02-07,1.052,1.20047
19,163,0015,2022-02-10,0.336,0.36623
19,163,0015,2022-02-13,0.617,0.70825
19,163,0015,2022-02-16,2.975,3.33234
19,163,0015,2022-02-19,0.299,0.33279
19,163,0015,2022-02-22,0.758,0.84371
19,163,0015,2022-02-25,0.814,0.9525
19,163,0015,2022-02-28,1.727,1.85292
19,163,0015,2022-03-03,0.836,0.90692
19,163,0015,2022-03-06,0.614,0.69791
19,163,0015,2022-03-09,0.669,0.74797
19,163,0015,2022-03-12,0.239,0.2631
19,163,0015,2022-03-15,2.807,3.18108
19,163,0015,2022-03-18,0.719,0.811
19,163,0015,2022-03-21,2.321,2.5165
19,163,0015,2022-03-24,0.33,0.35243
19,163,0015,2022-03-27,0.537,0.6125
19,163,0015,2022-03-30,1.279,1.43826
19,163,0015,2022-04-02,0.887,1.05709
19,163,0015,2022-04-05,0.839,1.0215
19,163,0015,2022-04-08,0.187,0.20421
19,163,0015,2022-04-11,1.722,1.90759
19,163,0015,2022-04-14,0.583,0.59709
19,163,0015,2022-04-17,0.936,1.05999
19,163,0015,2022-04-20,0.996,1.10543
19,163,0015,2022-04-23,1.994,2.10641
19,163,0015,2022-04-26,0.725,0.77173
19,163,0015,2022-04-29,1.701,1.97497
19,163,0015,2022-05-02,0.506,0.64944
19,163,0015,2022-05-05,0.954,1.1467
19,163,0015,2022-05-08,0.947,1.03799
19,163,0015,2022-05-11,3.814,4.15425
19,163,0015,2022-05-14,2.609,2.8212
19,163,0015,2022-05-17,2.435,2.56008
19,163,0015,2022-05-20,1.874,1.97419
19,163,0015,2022-05-23,1.276,1.36694
19,163,0015,2022-05-26,1.031,1.10969
19,163,0015,2022-05-29,1.739,1.89354
20,209,0021,2022-01-02,1.763,1.96637
20,209,0021,2022-01-05,0.773,0.86449
20,209,0021,2022-01-08,2.363,2.76556
20,209,0021,2022-01-11,1.236,1.43186
20,209,0021,2022-01-14,3.963,4.3151
20,209,0021,2022-01-17,1.285,1.4603
20,209,0021,2022-01-20,0.716,0.76951
20,209,0021,2022-01-23,0.953,1.1125
20,209,0021,2022-01-26,1.025,1.1526
20,209,0021,2022-01-29,2.134,2.32648
20,209,0021,2022-02-01,1.673,1.91733
20,209,0021,2022-02-04,1.346,1.45744
20,209,0021,2022-02-07,1.419,1.54208
20,209,0021,2022-02-10,0.792,0.86307
20,209,0021,2022-02-13,1.084,1.27601
20,209,0021,2022-02-16,2.262,2.48326
20,209,0021,2022-03-03,1.85,2.1154
20,209,0021,2022-03-06,0.795,0.86836
20,209,0021,2022-03-09,0.726,0.80304
20,209,0021,2022-03-24,0.866,0.99027
20,209,0021,2022-03-27,1.661,1.91418
20,209,0021,2022-03-30,1.259,1.35102
20,209,0021,2022-04-02,2.26,2.51142
20,209,0021,2022-04-05,1.852,2.05237
20,209,0021,2022-04-08,0.362,0.39497
20,209,0021,2022-04-11,2.052,2.2076
20,209,0021,2022-04-14,1.992,2.18128
20,209,0021,2022-04-17,1.338,1.48704
20,209,0021,2022-04-20,1.964,2.20614
20,209,0021,2022-04-23,1.883,1.97562
20,209,0021,2022-04-26,1.576,1.75818
20,209,0021,2022-04-29,2.362,2.56979
20,209,0021,2022-05-02,0.867,0.9453
20,209,0021,2022-05-05,0.816,1.04232
20,209,0021,2022-05-08,1.689,1.83245
20,209,0021,2022-05-11,2.801,3.09597
20,209,0021,2022-05-14,3.407,3.68507
20,209,0021,2022-05-17,2.971,3.24948
20,209,0021,2022-05-20,1.645,1.75108
20,209,0021,2022-05-23,1.479,1.64416
20,209,0021,2022-05-26,0.624,0.69574
20,209,0021,2022-05-29,2.564,2.77028
21,111,0067,2022-01-02,0.498,0.54566
21,111,0067,2022-01-05,1.197,1.35225
21,111,0067,2022-01-08,1.339,1.56151
21,111,0067,2022-01-11,0.969,1.06745
21,111,0067,2022-01-14,2.538,3.04358
21,111,0067,2022-01-17,0.996,1.22264
21,111,0067,2022-01-20,0.747,0.8314
21,111,0067,2022-01-23,1.366,1.618
21,111,0067,2022-01-26,1.685,1.90735
21,111,0067,2022-01-29,1.429,1.70254
21,111,0067,2022-02-01,2.812,3.33497
21,111,0067,2022-02-04,0.99,1.09399
21,111,0067,2022-02-07,3.147,3.71345
21,111,0067,2022-02-10,1.354,1.55067
21,111,0067,2022-02-13,0.691,0.79025
21,111,0067,2022-02-16,3.606,4.03664
21,111,0067,2022-02-19,0.918,1.07354
21,111,0067,2022-02-22,0.99,1.04388
21,111,0067,2022-02-25,0.526,0.63744
21,111,0067,2022-02-28,2.182,2.55819
21,111,0067,2022-03-03,1.354,1.56074
21,111,0067,2022-03-06,2.183,2.43
21,111,0067,2022-03-09,1.359,1.69903
21,111,0067,2022-03-12,0.49,0.53694
21,111,0067,2022-03-15,3.435,3.77327
21,111,0067,2022-03-18,1.924,2.24293
21,111,0067,2022-03-21,1.958,2.21986
21,111,0067,2022-03-24,0.468,0.53532
21,111,0067,2022-03-27,0.582,0.64969
21,111,0067,2022-03-30,2.309,2.56226
21,111,0067,2022-04-02,1.096,1.31646
21,111,0067,2022-04-05,2.456,2.87406
21,111,0067,2022-04-08,0.346,0.39072
21,111,0067,2022-04-11,1.477,1.61122
21,111,0067,2022-04-14,0.517,0.58348
21,111,0067,2022-04-17,0.65,0.71511
21,111,0067,2022-04-21,2.792,3.03798
21,111,0067,2022-04-23,2.934,3.22214
21,111,0067,2022-04-26,0.633,0.68595
21,111,0067,2022-04-29,2.008,2.19734
21,111,0067,2022-05-02,1.517,1.70272
21,111,0067,2022-05-05,1.17,1.3065
21,111,0067,2022-05-08,0.895,0.96404
21,111,0067,2022-05-11,4.02,4.38304
21,111,0067,2022-05-14,2.506,2.74047
21,111,0067,2022-05-17,2.085,2.34471
21,111,0067,2022-05-20,2.615,2.7898
21,111,0067,2022-05-23,0.878,1.00299
21,111,0067,2022-05-26,1.159,1.24429
21,111,0067,2022-05-29,2.667,3.01937
22,033,0009,2022-01-02,0.911,0.98572
22,033,0009,2022-01-05,1.866,2.2068
22,033,0009,2022-01-08,2.449,2.83978
22,033,0009,2022-01-11,1.166,1.28685
22,033,0009,2022-01-14,4.968,5.49858
22,033,0009,2022-01-17,2.802,3.35483
22,033,0009,2022-01-20,0.96,1.06965
22,033,0009,2022-01-23,1.885,2.26603
22,033,0009,2022-01-26,0.052,0.05179
22,033,0009,2022-01-29,1.452,1.67985
22,033,0009,2022-02-01,1.053,1.10046
22,033,0009,2022-02-04,0.979,1.11908
22,033,0009,2022-02-07,2.292,2.61361
22,033,0009,2022-02-10,3.001,3.32169
22,033,0009,2022-02-13,1.215,1.42872
22,033,0009,2022-02-16,1.962,2.07858
22,033,0009,2022-02-19,1.296,1.47947
22,033,0009,2022-02-22,0.854,0.92737
22,033,0009,2022-02-25,0.817,0.91774
22,033,0009,2022-02-28,1.641,1.86466
22,033,0009,2022-03-03,4.35,5.12681
22,033,0009,2022-03-06,0.963,0.98489
22,033,0009,2022-03-09,0.772,0.8572
22,033,0009,2022-03-12,0.806,0.88383
22,033,0009,2022-03-15,1.446,1.53992
22,033,0009,2022-03-18,1.119,1.21962
22,033,0009,2022-03-21,1.428,1.58292
22,033,0009,2022-03-27,1.843,2.14598
22,033,0009,2022-03-30,1.503,1.54646
22,033,0009,2022-04-02,3.253,3.68751
22,033,0009,2022-04-05,1.433,1.58247
22,033,0009,2022-04-08,2.008,2.10465
22,033,0009,2022-04-11,0.968,1.02799
22,033,0009,2022-04-14,1.687,1.76095
22,033,0009,2022-04-17,1.05,1.15218
22,033,0009,2022-04-20,1.599,1.72832
22,033,0009,2022-04-26,1.374,1.47919
22,033,0009,2022-04-29,3.197,3.52584
22,033,0009,2022-05-02,0.898,1.03132
22,033,0009,2022-05-05,1.002,1.15631
22,033,0009,2022-05-08,2.736,2.94509
22,033,0009,2022-05-11,4.638,5.05131
22,033,0009,2022-05-14,1.961,2.15032
22,033,0009,2022-05-17,2.176,2.57027
22,033,0009,2022-05-20,1.457,1.7353
22,033,0009,2022-05-23,1.723,1.76467
22,033,0009,2022-05-26,1.365,1.44881
22,033,0009,2022-05-29,2.285,2.51522
24,005,3001,2022-01-02,1.3,1.38666
24,005,3001,2022-01-05,2.165,2.48549
24,005,3001,2022-01-08,1.21,1.46766
