value,state,zcta,lat,lon,pov,zcta_pop,CMAQ
9.251886792,Louisiana,70601,30.177143,-93.214514,21.8,32384,13.32880005
11.38439153,Louisiana,70802,30.46198,-91.17922,15,27267,14.00675104
9.66,Louisiana,70807,30.593978,-91.251943,33.2,20377,14.00675104
11.64811321,Louisiana,70721,30.219097,-91.062547,11.1,701,15.34691535
9.571296296,Louisiana,70764,30.220556,-91.316111,16.9,17584,10.91760653
9.146788991,Louisiana,70065,30.043573,-90.275091,9.2,51116,11.27549383
9.279439252,Louisiana,70072,29.883056,-90.083333,14.3,56344,11.57105867
9.127966102,Louisiana,70507,30.274833,-92.0172,13,16558,12.4145494
9.2325,Louisiana,70506,30.2175,-92.051389,13.4,41163,12.4145494
9.2925,Louisiana,71203,32.509713,-92.046093,8.25,37105,10.50827611
9.047413793,Louisiana,71302,31.177638,-92.410611,23.6,15049,10.91341803
10.58431373,Louisiana,70043,29.94475,-89.976263,14.1,16760,8.966612063
10.31258741,Louisiana,70401,30.503056,-90.376944,19.2,20415,9.363830088
8.521495327,Louisiana,70359,29.678883,-90.779967,17.2,8408,17.24378332
11.47197452,Louisiana,70805,30.500643,-91.213556,33.2,29909,14.00675104
5.583783784,Maine,4769,46.69838,-68.038929,12.4,9692,2.135087637
12.7279661,Maryland,21061,39.169533,-76.627933,6.9,53684,10.94098514
11.7097561,Maryland,21030,39.462029,-76.631673,1.5,24355,9.634451847
12.55375375,Maryland,21221,39.310833,-76.474444,5.3,42154,10.94098514
13.22359765,Maryland,21921,39.701444,-75.860051,0,44471,12.05354541
11.16818182,Maryland,21040,39.410191,-76.296946,0,24420,10.01524809
9.640666344,Maryland,20855,39.114313,-77.106876,4.8,14295,10.37936426
12.50877193,Maryland,20710,38.94121,-76.93219,12,9313,12.50397672
12.20978963,Maryland,20708,39.055277,-76.878333,4.1,25546,12.50397672
11.3472973,Maryland,20772,38.81194,-76.74417,1.3,42625,12.50397672
11.86393443,Maryland,21746,39.564178,-77.720244,3.575,1883,8.604723467
12.20416667,Maryland,21251,39.340556,-76.582222,3.525,934,10.94098514
12.53157895,Maryland,21215,39.34465,-76.68538,21.2,60161,10.94098514
12.79009009,Maryland,21224,39.28777,-76.546861,15.9,49134,10.94098514
14.28625,Maryland,21226,39.232778,-76.579722,7.2,7561,10.94098514
13.3177621,Maryland,21202,39.297733,-76.604603,28.8,22832,10.94098514
9.955,Massachusetts,1201,42.448009,-73.254108,12.3,46504,5.844493147
9.045901639,Massachusetts,2724,41.685707,-71.169235,21.4,16908,7.373641272
8.713157895,Massachusetts,1904,42.474642,-70.970816,17.4,18203,8.038854525
8.545689655,Massachusetts,1832,42.770837,-71.10229,6.3,22060,5.81138681
9.05,Massachusetts,1840,42.698215,-71.164413,22,4733,5.81138681
9.265065502,Massachusetts,1022,42.19438,-72.555112,0,2451,6.457218806
10.76890756,Massachusetts,1103,42.108992,-72.590803,28.6,2479,6.457218806
10.80991736,Massachusetts,1103,42.105792,-72.597133,28.6,2479,6.457218806
8.700819672,Massachusetts,1863,42.62668,-71.362068,15.5,8891,6.189106765
9.631696429,Massachusetts,2302,42.081936,-71.014739,10.2,32741,8.813116795
11.15701754,Massachusetts,2215,42.348873,-71.097163,6.4,26125,8.038854525
10.66896552,Massachusetts,2129,42.372122,-71.061741,18.2,16439,8.038854525
9.824576271,Massachusetts,2119,42.3295,-71.0826,29.3,25346,8.038854525
11.10806676,Massachusetts,2113,42.3631,-71.0543,5.6,6915,8.038854525
9.782905983,Massachusetts,1608,42.260102,-71.798375,61.7,3888,6.171184139
10.30517241,Massachusetts,1608,42.263955,-71.794322,61.7,3888,6.171184139
9.644347826,Michigan,49423,42.767786,-86.148577,9.7,44977,6.707858884
8.935087719,Michigan,48708,43.571391,-83.890721,12.6,27262,8.184169182
9.898230088,Michigan,49038,42.19779,-86.309694,10.1,9310,7.698056572
10.78214286,Michigan,49783,46.493611,-84.364167,11,19668,3.036034917
10.5725,Michigan,49783,46.481667,-84.331667,11,19668,3.036034917
11.7804878,Michigan,49715,46.454,-84.6067,10.3,3130,2.95268486
10.1287037,Michigan,48506,43.047224,-83.670159,37.1,30019,9.262458571
9.87295082,Michigan,48912,42.738618,-84.534633,19.9,17035,8.740749859
11.16056338,Michigan,49001,42.278067,-85.54189,27.3,22095,9.168110834
11.14615385,Michigan,49503,42.956117,-85.679117,24,35940,8.706745192
10.6298153,Michigan,49503,42.984173,-85.671339,24,35940,8.706745192
9.9275,Michigan,49286,41.995568,-83.946559,3.5,14797,9.313380663
10.6965812,Michigan,48048,42.731394,-82.793463,8,7548,8.830787847
7.611711712,Michigan,49660,44.307,-86.242649,3.6,14066,4.955158539
6.522807018,Michigan,49667,44.310555,-84.891865,11.5,549,4.69674774
11.4008547,Michigan,48133,41.763889,-83.471944,7.2,5753,9.638579658
9.594252874,Michigan,49440,43.233061,-86.23858,28.2,953,5.980674641
10.89576271,Michigan,48237,42.463063,-83.183199,15.1,29319,8.680140351
10.79802817,Michigan,49428,42.894451,-85.852734,5,25420,8.782817169
11.10508475,Michigan,48060,42.953336,-82.456229,20.7,40831,8.203963085
11.43684211,Michigan,48198,42.240565,-83.599602,15.9,38186,9.068287306
11.9298153,Michigan,48101,42.22862,-83.2082,5.6,28200,10.16448733
12.8647541,Michigan,48209,42.302786,-83.10653,34.3,32262,10.16448733
11.90847458,Michigan,48208,42.357808,-83.096033,41.2,10234,8.680140351
11.32586207,Michigan,48205,42.43084,-83.000138,36.4,44045,13.50114589
10.95811966,Michigan,48152,42.423063,-83.426263,2.9,31173,8.680140351
13.39831933,Michigan,48120,42.306674,-83.148754,25.4,8274,10.16448733
10.96416667,Michigan,48192,42.187289,-83.153905,9.5,25883,10.16448733
11.80086957,Michigan,48210,42.335008,-83.109563,39.4,31017,8.680140351
12.25689655,Michigan,48216,42.323341,-83.068473,10.65,5645,13.79705975
4.744827586,Minnesota,56641,47.159942,-94.150987,10.1,324,3.737680209
9.490598291,Minnesota,55124,44.73846,-93.23725,3.6,49084,7.112881268
9.4475,Minnesota,55423,44.87551,-93.25892,8.5,35375,7.985952649
9.96557377,Minnesota,55404,44.95366,-93.25821,37.6,27121,7.985952649
10.31570248,Minnesota,55412,45.03972,-93.29874,20.7,22148,7.985952649
10.14,Minnesota,55416,44.94805,-93.34315,3.8,29027,7.985952649
7.008333333,Minnesota,56450,46.2053,-93.75945,13.7,1017,5.139336544
10.17636364,Minnesota,55902,43.996908,-92.450366,7.8,21968,6.979581253
11.53265306,Minnesota,55055,44.89926,-93.017080000000007,6.3,3418,12.59172326
11.1,Minnesota,55101,44.95072,-93.09827,1.4,5592,7.985952649
10.93423423,Minnesota,55106,44.95939,-93.03587,23.9,52730,12.59172326
5.764285714,Minnesota,55792,47.523355,-92.536305,11.1,10107,4.654043005
6.697297297,Minnesota,55812,46.81826,-92.08936,32.9,10924,3.939519191
7.807563025,Minnesota,55806,46.76643,-92.13354,26.9,9576,3.939519191
9.504201681,Minnesota,55347,44.791437,-93.512534,3.6,30069,7.985952649
8.876271186,Minnesota,56304,45.549839,-94.13345,20,16020,5.883497213
8.405,Minnesota,55003,45.02798,-92.77415,4.3,3471,12.59172326
10.68559322,Mississippi,39120,31.560752,-91.390405,23.9,32334,7.486650037
11.77567568,Mississippi,38732,33.746056,-90.723028,24.6,17981,10.75473486
11.62118644,Mississippi,38632,34.82166,-89.98783,6.5,24377,11.81148541
13.015,Mississippi,39406,31.323639,-89.287167,6.225,1759,8.705447972
10.33217391,Mississippi,38901,33.834444,-89.792778,19,18403,7.575576744
9.804310345,Mississippi,39507,30.390369,-89.049778,11.5,16234,8.637198706
12.06837607,Mississippi,39206,32.385731,-90.1412,6.7,25341,9.000090174
10.113,Mississippi,39567,30.378287,-88.53393,14.2,10740,8.314435207
13.12268908,Mississippi,39440,31.688638,-89.135115,24,21305,8.787246435
12.42184874,Mississippi,39307,32.364565,-88.731491,27.3,18603,9.436429692
11.76554622,Mississippi,38801,34.264917,-88.766222,22.8,29871,8.177865957
11.58434783,Mississippi,39705,33.491121,-88.418567,19.8,13667,8.307398901
12.03589744,Missouri,66024,39.741694,-94.858584,10.9,927,6.863490932
9.953333333,Missouri,64734,38.75976,-94.57997,9.6,2004,9.778807938
10.12808989,Missouri,64744,37.69,-94.035,14.8,7836,6.934786081
10.10956522,Missouri,64068,39.30309,-94.376623,6.3,36280,7.626602901
10.81184211,Missouri,65806,37.199541,-93.284874,28.4,10586,7.506265451
12.51589744,Missouri,64106,39.104758,-94.570796,45.6,7701,9.717684427
11.43216783,Missouri,63010,38.448633,-90.39854,5.4,35439,12.08051091
11.74224138,Missouri,63670,37.982225,-90.052547,0,11295,9.50211945
12.16204188,Missouri,63105,38.649771,-90.350659,2.6,17667,12.08051091
12.53899721,Missouri,63111,38.542551,-90.263711,21.7,20313,12.08051091
12.93926554,Missouri,63107,38.656498,-90.198646,29.1,11912,12.08051091
12.67114846,Missouri,63102,38.642857,-90.185059,0,2316,12.08051091
13.36355932,Missouri,63102,38.656479,-90.189868,0,2316,12.08051091
5.367213115,Montana,59401,47.502222,-111.278889,13.4,13774,2.399152036
8.893406593,Montana,59912,48.381111,-114.174722,8.9,13499,2.362930254
9.260344828,Montana,59912,48.400407,-114.336962,9.3,13499,2.287561296
7.913114754,Montana,59901,48.20054,-114.305334,9.3,49693,2.379521405
5.33875,Montana,59714,45.726223,-111.068135,5.4,18182,1.942860819
7.523333333,Montana,59718,45.772778,-111.1775,6.8,27367,2.056366582
6.886837335,Montana,59758,44.661393,-111.105891,13.3,1769,1.759888982
7.531147389,Montana,59636,46.603889,-112.035278,11.675,12,1.95385521
7.323214286,Montana,59602,46.658762,-112.013089,11.675,24285,2.09014633
13.16041667,Montana,59923,48.391545,-115.553309,17.7,9856,2.393010263
7.85,Montana,59868,47.1771,-113.4827,11.9,2054,2.370426932
8.508496732,Montana,59801,46.874912,-113.995253,12.6,30940,2.443071798
8.043262458,Montana,59840,46.243621,-114.158889,12.4,13052,1.858306726
7.191964286,Montana,59873,47.594395,-115.323746,12.4,3085,2.695436666
10.19016393,Montana,59703,46.002602,-112.501247,11.4,43,1.890419283
7.262184874,Montana,59101,45.801944,-108.426111,8.1,39562,2.511717332
9.181564246,Nebraska,68105,41.247486,-95.973142,19.8,23842,7.034604874
8.827586207,Nebraska,68127,41.197847,-96.056686,6.3,21117,7.456591829
7.687155963,Nebraska,68801,40.942099,-98.364967,4.8,30005,5.186107533
7.870063694,Nebraska,68503,40.81259,-96.68302,20.1,15264,7.226721633
9.190566038,Nebraska,68123,41.133294,-95.956103,4.1,27926,7.456591829
6.783809524,Nebraska,69361,41.865,-103.664444,12.3,17999,3.899386297
8.215533981,Nebraska,68008,41.551211,-96.146175,2.7,12285,7.034604874
9.284705882,Nevada,89101,36.163959,-115.113916,27.7,46055,9.264662377
4.521621622,Nevada,89179,35.785671,-115.357048,5.15,2340,8.390542115
9.011009174,Nevada,89030,36.19126,-115.12293,27.7,53928,9.264662377
11.74501992,Nevada,89501,39.525083,-119.807717,8.6,4252,5.14167653
6.094262295,New Hampshire,3246,43.566111,-71.496361,8.3,15963,3.63852829
11.42139034,New Hampshire,3431,42.930472,-72.272389,6.5,25280,4.587176552
6.68000278,New Hampshire,3784,43.629611,-72.309583,6.4,4086,4.41063884
9.218181818,New Hampshire,3060,42.762056,-71.444583,12.4,29357,5.873033391
8.712637363,New Hampshire,3275,43.13244,-71.458306,5.4,11437,4.662477749
8.195081967,New Hampshire,3904,43.075333,-70.748,4.4,7703,4.859330638
8.546666667,New Hampshire,3743,43.364444,-72.338333,12.6,14103,4.068964872
10.23092784,New Jersey,8205,39.464872,-74.448736,4.5,28626,8.857962119
10.771875,New Jersey,8401,39.36326,-74.431,28.1,39554,8.857962119
11.52924528,New Jersey,7024,40.852256,-73.973314,6.8,35353,11.61937224
12.66829268,New Jersey,7072,40.817218,-74.043758,6.7,6127,11.61937224
12.0804878,New Jersey,7072,40.816809,-74.043673,6.7,6127,11.61937224
12.33414634,New Jersey,7074,40.833111,-74.043459,3.2,2708,11.61937224
12.7495935,New Jersey,8104,39.923042,-75.097617,41.3,23851,12.11620281
11.85779817,New Jersey,8110,39.989036,-75.050008,9.4,19008,12.11620281
12.95714286,New Jersey,7108,40.730286,-74.212738,32.6,24386,7.87463715
11.62293578,New Jersey,8027,39.830806,-75.284723,8.8,4888,12.11620281
12.14406332,New Jersey,7302,40.725454,-74.05229,7.4,36352,11.61937224
13.22818182,New Jersey,7087,40.772793,-74.031718,19,66515,11.61937224
11.10791789,New Jersey,8608,40.222411,-74.763167,30.3,983,10.08882219
10.01401869,New Jersey,8560,40.31239,-74.87266,1.3,3656,9.168158022
10.85892857,New Jersey,8901,40.472825,-74.422403,15.8,55223,9.134249026
9.431132075,New Jersey,7960,40.801211,-74.483433,6.3,43747,7.87463715
8.844954128,New Jersey,7930,40.787628,-74.676301,2.3,8559,7.004228211
10.18425656,New Jersey,8753,39.994908,-74.170447,4.7,63678,10.58358715
11.46521739,New Jersey,7505,40.918381,-74.168092,21.3,2256,6.852829909
12.68036254,New Jersey,7202,40.64144,-74.208365,14.4,40849,11.61937224
12.38898305,New Jersey,7208,40.673406,-74.213889,12.6,31219,7.87463715
11.91081081,New Jersey,7065,40.603943,-74.276174,7.9,27346,7.87463715
11.16696429,New Jersey,8865,40.699207,-75.180525,10.2,29840,7.818637166
5.978931751,New Mexico,87109,35.1343,-106.5852,8.9,40432,10.10219897
5.913402062,New Mexico,87108,35.0631,-106.578785,24.9,38647,10.10219897
6.215555556,New Mexico,88230,33.396944,-104.523611,15,5179,5.887814289
12.43690476,New Mexico,88063,31.795833,-106.5575,6.8,12799,7.813533737
5.894782609,New Mexico,88001,32.321944,-106.767778,26.6,37484,8.630446892
5.072380952,New Mexico,88022,32.784444,-108.271667,10.2,1343,5.302021572
6.211214953,New Mexico,88242,32.726656,-103.122917,6.6,6141,5.869165056
4.280833333,New Mexico,87048,35.238056,-106.649444,3.8,8682,10.10219897
5.879746835,New Mexico,87401,36.7275,-108.220833,14.4,46293,5.917382155
4.509322034,New Mexico,87505,35.671111,-105.953611,9.6,31013,6.046069044
9.458760684,New York,12202,42.64225,-73.75464,27.5,9628,6.934664417
8.225742574,New York,12211,42.68075,-73.75733,27,11303,6.934664417
13.52241379,New York,10452,40.83606,-73.92009,33.9,75371,11.61937224
11.8701559,New York,10455,40.81618,-73.902,33.6,39665,11.61937224
11.65042735,New York,10458,40.8679,-73.87809,35.9,79492,7.880172238
7.965740741,New York,14787,42.29071,-79.58961,6.1,5121,7.151015944
10.69228487,New York,14206,42.876907,-78.809526,16.1,20751,9.746405444
9.866371681,New York,14218,42.8273,-78.84984,15.4,19039,9.746405444
4.298275862,New York,12997,44.39308,-73.8589,10.6,1239,3.385406218
11.90366972,New York,11222,40.71961,-73.94771,8.8,36934,11.61937224
9.03826087,New York,14610,43.14618,-77.54817,1.8,14233,6.513345431
10.88728814,New York,11516,40.63103,-73.73388,4.4,7556,16.99211482
12.41321586,New York,10035,40.7997,-73.93432,33,33969,11.61937224
13.18952381,New York,10038,40.71436,-73.99518,2.425,20300,11.61937224
9.667256637,New York,14304,43.08218,-79.00106,25.4,30389,9.795531406
8.15047619,New York,13214,43.05235,-76.05921,7.9,8793,5.595431836
9.541880342,New York,12550,41.49916,-74.00885,9.3,54447,5.925562725
11.00167598,New York,11367,40.73614,-73.82153,14.8,41047,11.61937224
12.01339286,New York,10302,40.63307,-74.13719,18.3,19088,11.61937224
10.69230769,New York,10314,40.59664,-74.12525,5.5,85510,11.61937224
5.555555556,New York,13676,44.67811,-74.95151,14.8,16646,4.076458712
7.91375,New York,14801,42.09142,-77.20978,10.2,5475,5.249961859
10.1125,New York,11735,40.74529,-73.41919,2.3,32098,16.99211482
10.95714286,New York,10538,40.93149,-73.76575,2.1,16597,7.880172238
11.99401709,North Carolina,27253,36.089004,-79.407821,0,29827,8.252057127
9.313142857,North Carolina,28801,35.6075,-82.583333,30.2,15019,6.975930135
11.38833333,North Carolina,27244,36.307033,-79.467417,6.5,14173,7.878729002
12.67628032,North Carolina,28601,35.728889,-81.365556,26,50026,8.308309278
11.10733945,North Carolina,27312,35.757222,-79.159722,7.5,18306,8.265835744
12.34853801,North Carolina,28314,35.041416,-78.953112,14.1,54520,9.73449922
13.64833333,North Carolina,27292,35.814444,-80.2625,7.6,39787,9.361373794
10.41651376,North Carolina,28453,34.954823,-77.960781,16,3829,8.55790523
11.38842975,North Carolina,27704,36.032944,-78.905417,31.9,34517,7.95550306
11.45916667,North Carolina,27801,35.93355,-77.75007,21,21740,7.771789787
12.03146417,North Carolina,27101,36.110556,-80.226667,7.575,18901,8.209286643
12.31025641,North Carolina,27103,36.026,-80.342,15,33208,8.126742823
12.42727273,North Carolina,28054,35.253056,-81.153333,11.7,36270,8.402989842
11.55789474,North Carolina,27408,36.109167,-79.801111,5.3,17296,8.162497957
12.51322314,North Carolina,27235,36.06866,-80.00705,5.5,4136,8.209286643
11.69915966,North Carolina,28786,35.50575,-82.97918,0,20714,6.319707255
10.51702128,North Carolina,28789,35.466667,-83.278056,12.4,5097,6.928892354
10.45304348,North Carolina,28504,35.231459,-77.568792,30.4,21642,8.895667993
11.62067039,North Carolina,28752,35.687406,-81.993808,14,30600,6.901897543
11.13613445,North Carolina,27846,35.81066,-76.906249,16,2988,6.828790986
12.3951567,North Carolina,28205,35.2401,-80.785683,20.5,43931,9.822602282
13.07071823,North Carolina,28210,35.151283,-80.866983,11.7,42263,8.402989842
12.21158192,North Carolina,28216,35.3041,-80.88865,13.5,47208,8.402989842
9.864705882,North Carolina,28777,35.915278,-82.073333,8.8,10638,6.901897543
10.99166667,North Carolina,27229,35.2632,-79.836613,26.2,3929,9.608512303
12.14,North Carolina,27517,35.901944,-79.056667,13.6,23346,8.252057127
11.76153846,North Carolina,27858,35.594167,-77.386111,23.3,55781,7.947334155
11.85384615,North Carolina,27834,35.63861,-77.35805,23.3,52914,7.947334155
11.38706897,North Carolina,28358,34.645,-78.99028,22.6,38738,9.793696989
12.87622951,North Carolina,28146,35.551868,-80.395039,8.9,27614,9.542876846
11.1991453,North Carolina,28713,35.434767,-83.442133,10.7,8686,6.331454059
11.18675214,North Carolina,27616,35.856111,-78.574167,9.8,42294,8.6088431
11.39304348,North Carolina,27606,35.7288,-78.6802,12.1,43210,10.09765627
9.153658537,North Carolina,28607,36.221944,-81.663056,11.6,33059,6.417601583
12.62280702,North Carolina,27531,35.369214,-77.993893,16.575,594,8.746541668
4.574137931,North Dakota,58622,46.8943,-103.37853,9.5,1489,2.756028952
6.857692308,North Dakota,58505,46.825425,-100.76821,10.675,2,3.844441257
8.327826087,North Dakota,58102,46.933754,-96.85535,7.9,29850,4.83377825
6.516129032,North Dakota,58523,47.298611,-101.766944,7.1,3619,3.585467911
10.742,Ohio,45711,39.442165,-81.908827,14.4,1115,7.971164931
13.9180791,Ohio,45044,39.4938,-84.3543,0.9,52822,11.32199117
13.78983051,Ohio,45015,39.33839,-84.5666,6.9,12038,9.781109528
12.7965812,Ohio,45503,39.92882,-83.80949,22.4,32999,10.9133522
11.74051724,Ohio,45103,39.0828,-84.1441,8.7,31485,10.49570752
13.22264151,Ohio,44113,41.480891,-81.703803,35.7,19213,10.37248037
10.82982456,Ohio,44110,41.55523,-81.575256,28.4,20136,8.800426056
14.03924051,Ohio,44113,41.477011,-81.682383,35.7,19213,10.37248037
13.63818182,Ohio,44127,41.471782,-81.656792,35.9,5586,10.37248037
13.9277027,Ohio,44115,41.492117,-81.678449,65.9,8307,10.37248037
14.56610169,Ohio,44105,41.446682,-81.662419,35.9,40089,10.37248037
11.92201835,Ohio,44142,41.39629,-81.818667,4.8,19201,10.37248037
12.76956522,Ohio,43211,39.99875,-82.99344,31.3,21600,12.86931892
12.44166667,Ohio,43207,39.92845,-82.98104,24.1,45144,12.86931892
11.0622807,Ohio,43229,40.0877,-82.959773,22.2,46347,10.43844711
11.61176471,Ohio,45387,39.80834,-83.88705,4.2,5169,10.9133522
12.36666667,Ohio,45249,39.2787,-84.36625,2.7,12902,11.32199117
15.16214689,Ohio,45216,39.19433,-84.478974,19.1,9570,11.79123558
12.67850467,Ohio,45219,39.12886,-84.50404,25.3,16526,11.79123558
14.4036036,Ohio,45204,39.10492,-84.55117,33.9,6972,11.79123558
13.27008547,Ohio,45241,39.290319,-84.414356,2.7,23044,11.32199117
13.70267857,Ohio,45212,39.16032,-84.45826,12,22253,11.79123558
14.45478261,Ohio,45217,39.180527,-84.49215,12.5,6566,11.79123558
14.4990566,Ohio,43952,40.36644,-80.61558,7.5,19050,8.516830967
13.89619048,Ohio,26037,40.32207,-80.6063,7.5,6642,7.462966171
11.57625,Ohio,44077,41.72229,-81.24248,9.2,56491,8.369277492
13.24081633,Ohio,41101,38.508075,-82.659241,15.6,18758,9.249667328
11.37267442,Ohio,44054,41.463071,-82.114261,8.6,12591,8.595181109
12.06483516,Ohio,43604,41.644067,-83.54616,61.1,10154,11.18403326
12.12926829,Ohio,43605,41.66579,-83.47611,36.2,28346,11.18403326
12.34504505,Ohio,43614,41.62057,-83.64226,7.5,29290,11.18403326
13.11111111,Ohio,44504,41.111126,-80.645062,0,5262,8.40905102
13.13529412,Ohio,44503,41.095938,-80.658516,0,1021,8.40905102
11.74955752,Ohio,44256,41.10087,-81.911636,5.8,62039,10.11940269
13.3591029,Ohio,45402,39.760659,-84.187678,38.7,11420,10.66813748
12.22586207,Ohio,44266,41.1644,-81.2352,12,33581,11.77450811
12.01176471,Ohio,45320,39.83562,-84.72049,15,15691,11.04516713
12.01950617,Ohio,45662,38.75465,-82.917,22.5,30219,9.070884362
13.41130435,Ohio,44706,40.786878,-81.394186,15.2,18246,9.959725908
12.45074627,Ohio,44702,40.800729,-81.373008,15.2,1053,10.89642243
13.67368421,Ohio,44305,41.063526,-81.468956,13.9,22294,10.89642243
12.96754386,Ohio,44320,41.087956,-81.541611,27.8,19937,10.89642243
13.21747573,Ohio,44484,41.214577,-80.787053,11.1,22991,8.664768575
11.97372881,Ohio,45036,39.42689,-84.20077,6,37504,11.32199117
9.680373832,Oklahoma,73042,35.111944,-98.252778,22.3,1073,6.637223525
11.61452991,Oklahoma,74361,36.304624,-95.310616,11.4,16293,8.416604908
11.55565217,Oklahoma,74401,35.755273,-95.377669,23.7,17476,8.118359672
10.30582011,Oklahoma,73106,35.47292,-97.52709,22,13581,9.255464915
10.74621849,Oklahoma,73013,35.614131,-97.475083,4.9,43933,9.255464915
9.997413793,Oklahoma,74360,36.922222,-94.838889,0,31,7.169498509
11.0328125,Oklahoma,74554,34.90227,-95.784375,11.2,1744,7.949246201
11.08494624,Oklahoma,74962,35.581174,-94.830059,8.6,5092,7.784838882
11.74416667,Oklahoma,74114,36.14004,-95.925382,16.5,15778,10.60764148
11.43623596,Oklahoma,74106,36.204902,-95.976537,37.2,17648,10.60764148
5.221276596,Oregon,97701,44.063916,-121.312554,4.9,58993,3.63298983
11.71666667,Oregon,97738,43.586389,-119.051111,26.1,1941,1.776024385
11.05879397,Oregon,97501,42.31411,-122.87923,14.4,42117,3.294532879
6.915517241,Oregon,97503,42.536111,-122.875,7.6,10528,3.294532879
10.1862069,Oregon,97526,42.434139,-123.348466,10.4,34205,3.255775812
13.29837398,Oregon,97603,42.190296,-121.731369,11.2,29525,2.194525414
11.67868852,Oregon,97630,42.189215,-120.353969,9.9,5096,3.427498617
8.422033898,Oregon,97404,44.066304,-123.139831,7.7,32255,4.409400515
7.795225464,Oregon,97403,44.026312,-123.083737,5.3,11622,4.409400515
7.311290323,Oregon,97477,44.046696,-123.017704,17.4,36874,4.409400515
13.12087912,Oregon,97463,43.744352,-122.480487,16.4,3877,2.95394266
8.261666667,Oregon,97424,43.799501,-123.053487,11.6,17594,3.621289683
8.355084746,Oregon,97206,45.496641,-122.602877,12.2,47596,5.704889466
7.737190083,Oregon,97217,45.56137,-122.6679,13.5,31438,5.704889466
8.283193277,Oregon,97801,45.652231,-118.823033,6.8,21521,2.716045809
6.715254237,Oregon,97850,45.339,-118.095206,11.6,16955,2.314551552
9.746153846,Oregon,97124,45.528501,-122.972398,6,48349,4.28886777
11.42735294,Pennsylvania,17353,39.92002,-77.30968,7.8,3228,8.188808273
12.98131068,Pennsylvania,15224,40.46542,-79.960757,15.3,10141,10.51794331
17.13510896,Pennsylvania,15133,40.323768,-79.868062,2.4,6432,10.51794331
10.80925926,Pennsylvania,15064,40.375644,-80.169943,0,382,9.56995817
13.51869159,Pennsylvania,15065,40.617488,-79.727664,8.8,11588,8.42033317
14.22546584,Pennsylvania,15104,40.402328,-79.860973,31.6,9038,10.51794331
13.3637931,Pennsylvania,15025,40.294341,-79.885331,16,15944,10.51794331
13.93024691,Pennsylvania,15010,40.747796,-80.316442,8.2,28425,8.610229482
12.41293103,Pennsylvania,19605,40.38335,-75.9686,7.8,18985,8.714115639
12.53398058,Pennsylvania,19007,40.107222,-74.882222,5.5,21125,9.168158022
13.89672131,Pennsylvania,15902,40.309722,-78.915,31.2,12513,7.956592893
10.82144847,Pennsylvania,16803,40.811389,-77.877028,10.625,23685,6.260422409
13.54607843,Pennsylvania,19374,39.834461,-75.768242,0,1252,10.00607413
13.02422535,Pennsylvania,17013,40.246528,-77.18675,5.5,34575,7.605065054
13.20489914,Pennsylvania,17104,40.246992,-76.846988,35,20962,8.813175581
13.87051282,Pennsylvania,19013,39.835556,-75.3725,27.9,35130,10.09234488
10.72463343,Pennsylvania,16511,42.14175,-80.038611,32.1,11382,6.858107574
10.0773639,Pennsylvania,18519,41.442778,-75.623056,5.8,5104,6.267811383
14.04473684,Pennsylvania,17601,40.046667,-76.283333,3.2,49779,10.39615134
11.54131737,Pennsylvania,16121,41.215014,-80.484779,22.1,4941,8.40905102
11.76146789,Pennsylvania,19401,40.112222,-75.309167,3.1,41753,12.11620281
12.26777778,Pennsylvania,18020,40.628056,-75.341111,2.4,20447,7.818637166
12.91397059,Pennsylvania,19124,40.008889,-75.09778,28.6,66691,12.11620281
11.96938202,Pennsylvania,19114,40.0764,-75.011549,5.4,30907,9.168158022
13.34651494,Pennsylvania,19147,39.944651,-75.165206,16.36666667,36228,12.11620281
13.4021148,Pennsylvania,19145,39.922867,-75.186921,26.2,47261,12.11620281
13.09407514,Pennsylvania,19123,39.960061,-75.142224,12.2,13416,12.11620281
13.08154762,Pennsylvania,15022,40.146667,-79.902222,12.8,10340,9.354116849
12.38090909,Pennsylvania,15301,40.170556,-80.261389,8.9,49331,8.132669478
11.020625,Pennsylvania,15021,40.445278,-80.420833,7.9,7352,9.56995817
12.59824561,Pennsylvania,15601,40.304694,-79.505667,5.6,59483,8.345178596
13.40236686,Pennsylvania,17403,39.965278,-76.699444,38.1,39042,10.06611571
6.60869029,Rhode Island,2817,41.615237,-71.72,5.3,6135,6.356762463
9.242783505,Rhode Island,2905,41.807776,-71.415105,23.3,25223,7.373641272
10.67863248,Rhode Island,2860,41.874668,-71.379971,22.4,45199,7.373641272
9.797115385,Rhode Island,2905,41.809235,-71.40743,23.3,25223,7.373641272
9.027192982,Rhode Island,2916,41.841573,-71.36077,2.9,8139,7.373641272
10.04803922,South Carolina,29423,32.980254,-80.06501,23.025,956,8.528381192
9.490697674,South Carolina,29409,32.790984,-79.958694,0,2100,8.528381192
11.05090909,South Carolina,29718,34.615367,-80.198787,4.9,3856,9.287080054
12.16306306,South Carolina,29847,33.739963,-81.853635,14.8,5480,9.171640849
11.41090909,South Carolina,29501,34.167636,-79.850404,11.3,43220,9.566813186
12.56393939,South Carolina,29605,34.838814,-82.402918,23.6,34414,8.054434495
12.2405868,South Carolina,29615,34.899141,-82.31307,6,35151,8.054434495
12.98198198,South Carolina,29601,34.843895,-82.414585,23.6,10550,8.054434495
